cantidad;valor_unitario;valor_total;costo;producto;subcategoria;categoria;punto_venta;ciudad;provincia;pais;region
5;1466.01;7330.05;7774.74;372Road-250 Red, 58;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
5;672.29;3361.45;3565.4;382Road-550-W Yellow, 38;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
7;672.29;4706.03;4991.56;382Road-550-W Yellow, 38;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
2;672.29;1344.58;1426.16;384Road-550-W Yellow, 40;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
5;672.29;3361.45;3565.4;384Road-550-W Yellow, 40;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
5;672.29;3361.45;3565.4;386Road-550-W Yellow, 42;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
3;672.29;2016.87;2139.24;386Road-550-W Yellow, 42;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
7;672.29;4706.03;4991.56;388Road-550-W Yellow, 44;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
5;672.29;3361.45;3565.4;388Road-550-W Yellow, 44;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
5;672.29;3361.45;3565.4;390Road-550-W Yellow, 48;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
4;672.29;2689.16;2852.32;390Road-550-W Yellow, 48;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
1;356.9;356.9;360.94;434ML Road Frame-W - Yellow, 44;Road Frames;Components;Mountain Bike Center;Newark;California;United States;North America
1;5.39;5.39;3.36;481Racing Socks, M;Socks;Clothing;Mountain Bike Center;Newark;California;United States;North America
6;5.39;32.34;20.17;481Racing Socks, M;Socks;Clothing;Mountain Bike Center;Newark;California;United States;North America
10;5.39;53.9;33.62;482Racing Socks, L;Socks;Clothing;Mountain Bike Center;Newark;California;United States;North America
3;5.39;16.17;10.09;482Racing Socks, L;Socks;Clothing;Mountain Bike Center;Newark;California;United States;North America
3;24.29;72.87;53.93;545LL Road Pedal;Pedals;Components;Mountain Bike Center;Newark;California;United States;North America
7;24.29;170.03;125.84;545LL Road Pedal;Pedals;Components;Mountain Bike Center;Newark;California;United States;North America
4;37.25;149.0;110.27;546ML Road Pedal;Pedals;Components;Mountain Bike Center;Newark;California;United States;North America
5;48.59;242.95;179.8;547HL Road Pedal;Pedals;Components;Mountain Bike Center;Newark;California;United States;North America
2;1020.59;2041.18;2165.02;580Road-350-W Yellow, 40;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
4;1020.59;4082.36;4330.04;580Road-350-W Yellow, 40;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
4;1020.59;4082.36;4330.04;581Road-350-W Yellow, 42;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
5;1020.59;5102.95;5412.55;581Road-350-W Yellow, 42;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
4;1020.59;4082.36;4330.04;582Road-350-W Yellow, 44;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
5;1020.59;5102.95;5412.55;582Road-350-W Yellow, 44;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
3;1020.59;3061.77;3247.53;583Road-350-W Yellow, 48;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
4;1020.59;4082.36;4330.04;583Road-350-W Yellow, 48;Road Bikes;Bikes;Mountain Bike Center;Newark;California;United States;North America
5;105.29;526.45;389.59;556LL Crankset;Cranksets;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
2;242.99;485.98;359.63;558HL Crankset;Cranksets;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
3;242.99;728.97;539.45;558HL Crankset;Cranksets;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
1;72.88;72.88;53.93;501Rear Derailleur;Derailleurs;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
4;31.58;126.32;93.49;523HL Touring Seat/Saddle;Saddles;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
5;54.89;274.45;203.11;552Front Derailleur;Derailleurs;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
5;54.89;274.45;203.11;552Front Derailleur;Derailleurs;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
5;63.9;319.5;236.43;555Front Brakes;Brakes;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
5;63.9;319.5;236.43;555Front Brakes;Brakes;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
3;12.14;36.42;26.96;559Chain;Chains;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
3;12.14;36.42;26.96;559Chain;Chains;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
3;728.91;2186.73;2265.45;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;728.91;2915.64;3020.6;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;1430.44;4291.32;4445.81;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;1430.44;4291.32;4445.81;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
2;1430.44;2860.88;2963.88;562Touring-1000 Yellow, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
2;1430.44;2860.88;2963.88;562Touring-1000 Yellow, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
2;1430.44;2860.88;2963.88;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;445.41;1781.64;1845.78;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;445.41;1781.64;1845.78;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;445.41;1336.23;1384.33;566Touring-3000 Blue, 58;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
2;445.41;890.82;922.89;566Touring-3000 Blue, 58;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;445.41;445.41;461.44;567Touring-3000 Blue, 62;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;445.41;445.41;461.44;567Touring-3000 Blue, 62;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;445.41;445.41;461.44;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
2;445.41;890.82;922.89;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;445.41;445.41;461.44;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;445.41;1781.64;1845.78;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;445.41;1336.23;1384.33;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;445.41;445.41;461.44;571Touring-3000 Yellow, 58;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;445.41;445.41;461.44;571Touring-3000 Yellow, 58;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
5;1430.44;7152.2;7409.69;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;1430.44;5721.76;5927.75;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
5;1430.44;7152.2;7409.69;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;1430.44;4291.32;4445.81;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;1430.44;4291.32;4445.81;575Touring-1000 Blue, 54;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;1430.44;1430.44;1481.94;575Touring-1000 Blue, 54;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
2;1430.44;2860.88;2963.88;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;1430.44;1430.44;1481.94;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
1;728.91;728.91;755.15;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
2;728.91;1457.82;1510.3;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;728.91;2915.64;3020.6;578Touring-2000 Blue, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;728.91;2186.73;2265.45;578Touring-2000 Blue, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;728.91;2915.64;3020.6;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;728.91;2186.73;2265.45;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
2;445.41;890.82;922.89;585Touring-3000 Blue, 44;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;445.41;1336.23;1384.33;585Touring-3000 Blue, 44;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
3;445.41;1336.23;1384.33;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;445.41;1781.64;1845.78;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Technical Parts Manufacturing;Ontario;California;United States;North America
4;32.39;129.56;95.89;601LL Bottom Bracket;Bottom Brackets;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
3;72.89;218.67;161.82;603HL Bottom Bracket;Bottom Brackets;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
1;72.89;72.89;53.94;603HL Bottom Bracket;Bottom Brackets;Components;Technical Parts Manufacturing;Ontario;California;United States;North America
1;1466.01;1466.01;1554.95;372Road-250 Red, 58;Road Bikes;Bikes;Thrifty Parts and Sales;Oxnard;California;United States;North America
1;728.91;728.91;755.15;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Engineered Bike Systems;Oxnard;California;United States;North America
1;1430.44;1430.44;1481.94;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Engineered Bike Systems;Oxnard;California;United States;North America
1;1430.44;1430.44;1481.94;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Engineered Bike Systems;Oxnard;California;United States;North America
2;445.41;890.82;922.89;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Engineered Bike Systems;Oxnard;California;United States;North America
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Engineered Bike Systems;Oxnard;California;United States;North America
4;1430.44;5721.76;5927.75;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Engineered Bike Systems;Oxnard;California;United States;North America
1;728.91;728.91;755.15;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Engineered Bike Systems;Oxnard;California;United States;North America
1;728.91;728.91;755.15;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
1;1430.44;1430.44;1481.94;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
1;1430.44;1430.44;1481.94;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
1;1430.44;1430.44;1481.94;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
1;445.41;445.41;461.44;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
2;1430.44;2860.88;2963.88;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
5;1430.44;7152.2;7409.69;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
1;728.91;728.91;755.15;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Rural Department Store;Pleasanton;California;United States;North America
5;5.39;26.95;34.61;225AWC Logo Cap;Caps;Clothing;Vehicle Shop;Redlands;California;United States;North America
2;38.1;76.2;47.5;471Classic Vest, S;Vests;Clothing;Vehicle Shop;Redlands;California;United States;North America
3;2.99;8.97;5.6;477Water Bottle - 30 oz.;Bottles and Cages;Accessories;Vehicle Shop;Redlands;California;United States;North America
3;5.39;16.17;10.09;481Racing Socks, M;Socks;Clothing;Vehicle Shop;Redlands;California;United States;North America
5;5.39;26.95;16.81;481Racing Socks, M;Socks;Clothing;Vehicle Shop;Redlands;California;United States;North America
3;5.39;16.17;10.09;482Racing Socks, L;Socks;Clothing;Vehicle Shop;Redlands;California;United States;North America
4;5.39;21.56;13.45;482Racing Socks, L;Socks;Clothing;Vehicle Shop;Redlands;California;United States;North America
1;202.33;202.33;204.63;287LL Road Frame - Black, 52;Road Frames;Components;Quantity Discounts;Sacramento;California;United States;North America
4;1466.01;5864.04;6219.79;374Road-250 Black, 44;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;1466.01;4398.03;4664.84;374Road-250 Black, 44;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;1466.01;1466.01;1554.95;376Road-250 Black, 48;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;1466.01;1466.01;1554.95;376Road-250 Black, 48;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;1466.01;1466.01;1554.95;378Road-250 Black, 52;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;1466.01;4398.03;4664.84;378Road-250 Black, 52;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;1466.01;4398.03;4664.84;380Road-250 Black, 58;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;1466.01;2932.02;3109.9;380Road-250 Black, 58;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;323.99;971.97;1030.95;584Road-750 Black, 58;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;323.99;647.98;687.3;584Road-750 Black, 58;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;323.99;323.99;343.65;604Road-750 Black, 44;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;323.99;323.99;343.65;604Road-750 Black, 44;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;323.99;647.98;687.3;605Road-750 Black, 48;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;323.99;647.98;687.3;605Road-750 Black, 48;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;323.99;647.98;687.3;606Road-750 Black, 52;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;323.99;323.99;343.65;606Road-750 Black, 52;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;1466.01;1466.01;1554.95;372Road-250 Red, 58;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;1466.01;4398.03;4664.84;372Road-250 Red, 58;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;672.29;1344.58;1426.16;382Road-550-W Yellow, 38;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;672.29;672.29;713.08;382Road-550-W Yellow, 38;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;672.29;2016.87;2139.24;384Road-550-W Yellow, 40;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;672.29;672.29;713.08;384Road-550-W Yellow, 40;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
4;672.29;2689.16;2852.32;386Road-550-W Yellow, 42;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;672.29;672.29;713.08;388Road-550-W Yellow, 44;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;672.29;2016.87;2139.24;390Road-550-W Yellow, 48;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;72.16;216.48;160.2;408HL Road Handlebars;Handlebars;Components;Quantity Discounts;Sacramento;California;United States;North America
3;356.9;1070.7;1082.83;418ML Road Frame-W - Yellow, 38;Road Frames;Components;Quantity Discounts;Sacramento;California;United States;North America
2;356.9;713.8;721.89;434ML Road Frame-W - Yellow, 44;Road Frames;Components;Quantity Discounts;Sacramento;California;United States;North America
1;356.9;356.9;360.94;436ML Road Frame-W - Yellow, 48;Road Frames;Components;Quantity Discounts;Sacramento;California;United States;North America
8;5.39;43.12;26.9;481Racing Socks, M;Socks;Clothing;Quantity Discounts;Sacramento;California;United States;North America
2;5.39;10.78;6.72;482Racing Socks, L;Socks;Clothing;Quantity Discounts;Sacramento;California;United States;North America
2;24.29;48.58;35.96;545LL Road Pedal;Pedals;Components;Quantity Discounts;Sacramento;California;United States;North America
1;37.25;37.25;27.57;546ML Road Pedal;Pedals;Components;Quantity Discounts;Sacramento;California;United States;North America
2;37.25;74.5;55.14;546ML Road Pedal;Pedals;Components;Quantity Discounts;Sacramento;California;United States;North America
1;48.59;48.59;35.96;547HL Road Pedal;Pedals;Components;Quantity Discounts;Sacramento;California;United States;North America
2;48.59;97.18;71.92;547HL Road Pedal;Pedals;Components;Quantity Discounts;Sacramento;California;United States;North America
5;1020.59;5102.95;5412.55;580Road-350-W Yellow, 40;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;1020.59;2041.18;2165.02;580Road-350-W Yellow, 40;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
4;1020.59;4082.36;4330.04;581Road-350-W Yellow, 42;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;1020.59;2041.18;2165.02;582Road-350-W Yellow, 44;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;1020.59;1020.59;1082.51;582Road-350-W Yellow, 44;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
3;1020.59;3061.77;3247.53;583Road-350-W Yellow, 48;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
2;1020.59;2041.18;2165.02;583Road-350-W Yellow, 48;Road Bikes;Bikes;Quantity Discounts;Sacramento;California;United States;North America
1;323.99;323.99;343.65;605Road-750 Black, 48;Road Bikes;Bikes;Mechanical Products Ltd.;San Diego;California;United States;North America
2;323.99;647.98;687.3;605Road-750 Black, 48;Road Bikes;Bikes;Mechanical Products Ltd.;San Diego;California;United States;North America
1;323.99;323.99;343.65;606Road-750 Black, 52;Road Bikes;Bikes;Mechanical Products Ltd.;San Diego;California;United States;North America
1;5.39;5.39;6.92;225AWC Logo Cap;Caps;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
2;29.99;59.98;76.98;234Long-Sleeve Logo Jersey, L;Jerseys;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
1;672.29;672.29;713.08;382Road-550-W Yellow, 38;Road Bikes;Bikes;Mechanical Products Ltd.;San Diego;California;United States;North America
3;38.1;114.3;71.25;471Classic Vest, S;Vests;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
7;38.1;266.7;166.24;471Classic Vest, S;Vests;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
1;2.99;2.99;1.87;477Water Bottle - 30 oz.;Bottles and Cages;Accessories;Mechanical Products Ltd.;San Diego;California;United States;North America
3;5.39;16.17;10.09;481Racing Socks, M;Socks;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
6;5.39;32.34;20.17;481Racing Socks, M;Socks;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
6;5.39;32.34;20.17;482Racing Socks, L;Socks;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
9;5.39;48.51;30.26;482Racing Socks, L;Socks;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
2;72.0;144.0;89.76;483Hitch Rack - 4-Bike;Bike Racks;Accessories;Mechanical Products Ltd.;San Diego;California;United States;North America
2;4.77;9.54;5.95;484Bike Wash - Dissolver;Cleaners;Accessories;Mechanical Products Ltd.;San Diego;California;United States;North America
5;32.39;161.95;207.86;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Mechanical Products Ltd.;San Diego;California;United States;North America
1;48.59;48.59;35.96;547HL Road Pedal;Pedals;Components;Mechanical Products Ltd.;San Diego;California;United States;North America
2;1020.59;2041.18;2165.02;583Road-350-W Yellow, 48;Road Bikes;Bikes;Mechanical Products Ltd.;San Diego;California;United States;North America
2;1376.99;2753.98;2503.96;359Mountain-200 Black, 38;Mountain Bikes;Bikes;Bike World;San Ramon;California;United States;North America
4;1376.99;5507.96;5007.93;361Mountain-200 Black, 42;Mountain Bikes;Bikes;Bike World;San Ramon;California;United States;North America
6;41.99;251.94;157.06;474Women's Mountain Shorts, S;Shorts;Clothing;Bike World;San Ramon;California;United States;North America
3;41.99;125.97;78.53;475Women's Mountain Shorts, M;Shorts;Clothing;Bike World;San Ramon;California;United States;North America
3;41.99;125.97;78.53;476Women's Mountain Shorts, L;Shorts;Clothing;Bike World;San Ramon;California;United States;North America
4;20.99;83.96;52.35;217Sport-100 Helmet, Black;Helmets;Accessories;Westside Plaza;Sand City;California;United States;North America
10;20.99;209.9;130.86;217Sport-100 Helmet, Black;Helmets;Accessories;Westside Plaza;Sand City;California;United States;North America
4;14.69;58.76;36.64;463Half-Finger Gloves, S;Gloves;Clothing;Westside Plaza;Sand City;California;United States;North America
6;14.69;88.14;54.96;463Half-Finger Gloves, S;Gloves;Clothing;Westside Plaza;Sand City;California;United States;North America
6;14.69;88.14;54.96;465Half-Finger Gloves, M;Gloves;Clothing;Westside Plaza;Sand City;California;United States;North America
8;14.69;117.52;73.27;465Half-Finger Gloves, M;Gloves;Clothing;Westside Plaza;Sand City;California;United States;North America
6;14.69;88.14;54.96;467Half-Finger Gloves, L;Gloves;Clothing;Westside Plaza;Sand City;California;United States;North America
4;20.99;83.96;52.35;214Sport-100 Helmet, Red;Helmets;Accessories;Westside Plaza;Sand City;California;United States;North America
9;20.99;188.91;117.78;214Sport-100 Helmet, Red;Helmets;Accessories;Westside Plaza;Sand City;California;United States;North America
4;20.99;83.96;52.35;222Sport-100 Helmet, Blue;Helmets;Accessories;Westside Plaza;Sand City;California;United States;North America
10;20.99;209.9;130.86;222Sport-100 Helmet, Blue;Helmets;Accessories;Westside Plaza;Sand City;California;United States;North America
6;5.39;32.34;41.53;225AWC Logo Cap;Caps;Clothing;Westside Plaza;Sand City;California;United States;North America
10;5.39;53.9;69.22;225AWC Logo Cap;Caps;Clothing;Westside Plaza;Sand City;California;United States;North America
4;29.99;119.96;153.97;231Long-Sleeve Logo Jersey, M;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
3;29.99;89.97;115.48;231Long-Sleeve Logo Jersey, M;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
5;29.99;149.95;192.46;234Long-Sleeve Logo Jersey, L;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
10;29.99;299.9;384.92;234Long-Sleeve Logo Jersey, L;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
3;29.99;89.97;115.48;237Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
7;29.99;209.93;269.45;237Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
10;38.1;381.0;237.49;471Classic Vest, S;Vests;Clothing;Westside Plaza;Sand City;California;United States;North America
3;38.1;114.3;71.25;471Classic Vest, S;Vests;Clothing;Westside Plaza;Sand City;California;United States;North America
4;38.1;152.4;95.0;472Classic Vest, M;Vests;Clothing;Westside Plaza;Sand City;California;United States;North America
5;38.1;190.5;118.75;472Classic Vest, M;Vests;Clothing;Westside Plaza;Sand City;California;United States;North America
5;2.99;14.95;9.33;477Water Bottle - 30 oz.;Bottles and Cages;Accessories;Westside Plaza;Sand City;California;United States;North America
12;2.89;34.68;22.4;477Water Bottle - 30 oz.;Bottles and Cages;Accessories;Westside Plaza;Sand City;California;United States;North America
3;1.37;4.11;2.57;480Patch Kit/8 Patches;Tires and Tubes;Accessories;Westside Plaza;Sand City;California;United States;North America
4;72.0;288.0;179.52;483Hitch Rack - 4-Bike;Bike Racks;Accessories;Westside Plaza;Sand City;California;United States;North America
17;66.0;1122.0;762.96;483Hitch Rack - 4-Bike;Bike Racks;Accessories;Westside Plaza;Sand City;California;United States;North America
7;4.77;33.39;20.81;484Bike Wash - Dissolver;Cleaners;Accessories;Westside Plaza;Sand City;California;United States;North America
6;4.77;28.62;17.84;484Bike Wash - Dissolver;Cleaners;Accessories;Westside Plaza;Sand City;California;United States;North America
6;32.99;197.94;123.4;487Hydration Pack - 70 oz.;Hydration Packs;Accessories;Westside Plaza;Sand City;California;United States;North America
10;32.99;329.9;205.66;487Hydration Pack - 70 oz.;Hydration Packs;Accessories;Westside Plaza;Sand City;California;United States;North America
5;32.39;161.95;207.86;488Short-Sleeve Classic Jersey, S;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
9;32.39;291.51;374.15;488Short-Sleeve Classic Jersey, S;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
6;32.39;194.34;249.43;490Short-Sleeve Classic Jersey, L;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
12;31.31;375.72;498.87;490Short-Sleeve Classic Jersey, L;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
3;32.39;97.17;124.72;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
13;31.31;407.03;540.44;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Westside Plaza;Sand City;California;United States;North America
1;602.35;602.35;601.74;492HL Touring Frame - Yellow, 60;Touring Frames;Components;Westside Plaza;Sand City;California;United States;North America
4;602.35;2409.4;2406.97;492HL Touring Frame - Yellow, 60;Touring Frames;Components;Westside Plaza;Sand City;California;United States;North America
2;200.05;400.1;399.7;493LL Touring Frame - Yellow, 62;Touring Frames;Components;Westside Plaza;Sand City;California;United States;North America
6;200.05;1200.3;1199.11;493LL Touring Frame - Yellow, 62;Touring Frames;Components;Westside Plaza;Sand City;California;United States;North America
3;602.35;1807.05;1805.23;496HL Touring Frame - Yellow, 54;Touring Frames;Components;Westside Plaza;Sand City;California;United States;North America
